tempo	theta	ref	usig
6.037	49.989	50.000	41.655
6.038	50.083	50.000	41.655
6.039	50.086	50.000	41.655
6.040	50.108	50.000	41.655
6.041	49.685	50.000	41.655
6.042	49.778	50.000	41.655
6.043	50.000	50.000	41.655
6.044	50.165	50.000	41.655
6.045	50.319	50.000	41.655
6.046	50.337	50.000	41.655
6.047	50.380	50.000	41.655
6.048	50.032	50.000	41.655
6.049	49.839	50.000	41.655
6.050	50.201	50.000	41.655
6.051	50.165	50.000	41.655
6.052	50.161	50.000	41.655
6.053	50.222	50.000	41.655
6.054	50.126	50.000	41.655
6.055	50.197	50.000	41.655
6.056	49.986	50.000	41.655
6.057	49.628	50.000	41.655
6.058	49.488	50.000	41.655
6.059	49.771	50.000	41.655
6.060	50.011	50.000	41.655
6.061	50.100	50.000	41.655
6.062	50.154	50.000	41.655
6.063	50.186	50.000	41.655
6.064	50.244	50.000	41.655
6.065	50.290	50.000	41.655
6.066	50.222	50.000	41.655
6.067	50.219	50.000	41.655
6.068	50.222	50.000	41.655
6.069	50.176	50.000	41.655
6.070	50.208	50.000	41.655
6.071	50.204	50.000	41.655
6.072	50.183	50.000	41.655
6.073	50.211	50.000	41.655
6.074	50.204	50.000	41.655
6.075	50.308	50.000	41.655
6.076	50.265	50.000	41.655
6.077	50.254	50.000	41.655
6.078	50.297	50.000	41.655
6.079	50.215	50.000	41.655
6.080	50.147	50.000	41.655
6.081	50.176	50.000	41.655
6.082	50.079	50.000	41.655
6.083	50.129	50.000	41.655
6.084	50.129	50.000	41.655
6.085	50.172	50.000	41.655
6.086	50.154	50.000	41.655
6.087	50.240	50.000	41.655
6.088	50.104	50.000	41.655
6.089	50.154	50.000	41.655
6.090	50.208	50.000	41.655
6.091	50.018	50.000	41.655
6.092	49.757	50.000	41.655
6.093	49.986	50.000	41.655
6.094	50.122	50.000	41.655
6.095	50.211	50.000	41.655
6.096	50.158	50.000	41.655
6.097	49.735	50.000	41.655
6.098	49.757	50.000	41.655
6.099	49.563	50.000	41.655
6.100	49.825	50.000	41.655
6.101	50.025	50.000	41.655
6.102	50.086	50.000	41.655
6.103	50.161	50.000	41.655
6.104	50.226	50.000	41.655
6.105	50.229	50.000	41.655
6.106	50.233	50.000	41.655
6.107	50.272	50.000	41.655
6.108	50.297	50.000	41.655
6.109	50.265	50.000	41.655
6.110	50.240	50.000	41.655
6.111	50.269	50.000	41.655
6.112	50.279	50.000	41.655
6.113	50.244	50.000	41.655
6.114	50.265	50.000	41.655
6.115	50.276	50.000	41.655
6.116	50.211	50.000	41.655
6.117	50.208	50.000	41.655
6.118	50.222	50.000	41.655
6.119	50.100	50.000	41.655
6.120	50.158	50.000	41.655
6.121	50.219	50.000	41.655
6.122	50.344	50.000	41.655
6.123	50.283	50.000	41.655
6.124	50.319	50.000	41.655
6.125	50.326	50.000	41.655
6.126	50.258	50.000	41.655
6.127	50.237	50.000	41.655
6.128	50.194	50.000	41.655
6.129	50.237	50.000	41.655
6.130	50.161	50.000	41.655
6.131	50.176	50.000	41.655
6.132	50.154	50.000	41.655
6.133	50.168	50.000	41.655
6.134	50.247	50.000	41.655
6.135	50.215	50.000	41.655
6.136	50.290	50.000	41.655
6.137	50.204	50.000	41.655
6.138	50.326	50.000	41.655
6.139	50.322	50.000	41.655
6.140	50.136	50.000	41.655
6.141	50.222	50.000	41.655
6.142	50.258	50.000	41.655
6.143	50.219	50.000	41.655
6.144	49.972	50.000	41.655
6.145	49.893	50.000	41.655
6.146	50.000	50.000	41.655
6.147	50.090	50.000	41.655
6.148	50.143	50.000	41.655
6.149	49.757	50.000	41.655
6.150	49.979	50.000	41.655
6.151	50.104	50.000	41.655
6.152	50.061	50.000	41.655
6.153	50.247	50.000	41.655
6.154	50.326	50.000	41.655
6.155	50.433	50.000	41.655
6.156	50.276	50.000	41.655
6.157	50.315	50.000	41.655
6.158	50.211	50.000	41.655
6.159	50.229	50.000	41.655
6.160	50.258	50.000	41.655
6.161	50.172	50.000	41.655
6.162	50.197	50.000	41.655
6.163	49.503	50.000	41.655
6.164	49.503	50.000	41.655
6.165	49.878	50.000	41.655
6.166	50.036	50.000	41.655
6.167	50.129	50.000	41.655
6.168	50.204	50.000	41.655
6.169	50.204	50.000	41.655
6.170	50.118	50.000	41.655
6.171	49.531	50.000	41.655
6.172	49.399	50.000	41.655
6.173	49.753	50.000	41.655
6.174	49.800	50.000	41.655
6.175	49.696	50.000	41.655
6.176	49.993	50.000	41.655
6.177	50.211	50.000	41.655
6.178	50.176	50.000	41.655
6.179	50.240	50.000	41.655
6.180	50.197	50.000	41.655
6.181	50.222	50.000	41.655
6.182	50.226	50.000	41.655
6.183	50.172	50.000	41.655
6.184	50.211	50.000	41.655
6.185	50.190	50.000	41.655
6.186	50.140	50.000	41.655
6.187	49.853	50.000	41.655
6.188	50.011	50.000	41.655
6.189	49.617	50.000	41.655
6.190	50.129	50.000	41.655
6.191	50.265	50.000	41.655
6.192	50.276	50.000	41.655
6.193	50.373	50.000	41.655
6.194	50.433	50.000	41.655
6.195	50.398	50.000	41.655
6.196	50.140	50.000	41.655
6.197	50.183	50.000	41.655
6.198	50.251	50.000	41.655
6.199	50.143	50.000	41.655
6.200	50.129	50.000	41.655
6.201	50.108	50.000	41.655
6.202	50.108	50.000	41.655
6.203	50.168	50.000	41.655
6.204	50.061	50.000	41.655
6.205	50.126	50.000	41.655
6.206	50.219	50.000	41.655
6.207	50.229	50.000	41.655
6.208	50.229	50.000	41.655
6.209	50.269	50.000	41.655
