tempo	theta	ref	usig
11.666	49.989	30.000	71.545
11.667	49.992	30.000	71.545
11.668	49.753	30.000	71.545
11.669	49.529	30.000	71.545
11.670	49.761	30.000	71.545
11.671	49.828	30.000	71.545
11.672	49.935	30.000	71.545
11.673	49.978	30.000	71.545
11.674	50.003	30.000	71.545
11.675	50.060	30.000	71.545
11.676	50.110	30.000	71.545
11.677	50.132	30.000	71.545
11.678	50.139	30.000	71.545
11.679	50.121	30.000	71.545
11.680	50.099	30.000	71.545
11.681	50.000	30.000	71.545
11.682	50.017	30.000	71.545
11.683	50.014	30.000	71.545
11.684	50.096	30.000	71.545
11.685	50.053	30.000	71.545
11.686	49.750	30.000	71.545
11.687	49.447	30.000	71.545
11.688	49.682	30.000	71.545
11.689	49.832	30.000	71.545
11.690	49.878	30.000	11.545
11.691	50.121	30.000	11.545
11.692	50.089	30.000	11.545
11.693	50.078	30.000	11.545
11.694	49.785	30.000	11.545
11.695	49.761	30.000	11.545
11.696	49.750	30.000	11.545
11.697	49.875	30.000	11.545
11.698	49.932	30.000	11.545
11.699	49.910	30.000	11.545
11.700	49.992	30.000	11.545
11.701	50.010	30.000	11.545
11.702	50.025	30.000	11.545
11.703	49.975	30.000	11.545
11.704	50.049	30.000	11.545
11.705	49.964	30.000	11.545
11.706	50.017	30.000	11.545
11.707	50.042	30.000	11.545
11.708	50.046	30.000	11.545
11.709	50.157	30.000	11.545
11.710	50.231	30.000	11.545
11.711	50.239	30.000	11.545
11.712	50.278	30.000	11.545
11.713	50.178	30.000	11.545
11.714	50.178	30.000	11.545
11.715	50.231	30.000	11.545
11.716	50.124	30.000	11.545
11.717	50.153	30.000	11.545
11.718	50.007	30.000	11.545
11.719	50.078	30.000	11.545
11.720	50.121	30.000	11.545
11.721	50.057	30.000	11.545
11.722	50.082	30.000	11.545
11.723	50.153	30.000	11.545
11.724	50.121	30.000	11.545
11.725	50.099	30.000	11.545
11.726	50.074	30.000	11.545
11.727	50.124	30.000	11.545
11.728	50.096	30.000	11.545
11.729	50.085	30.000	11.545
11.730	50.110	30.000	11.545
11.731	50.000	30.000	71.545
11.732	50.035	30.000	71.545
11.733	50.000	30.000	71.545
11.734	49.964	30.000	71.545
11.735	50.071	30.000	71.545
11.736	49.975	30.000	71.545
11.737	50.049	30.000	71.545
11.738	50.035	30.000	71.545
11.739	50.025	30.000	71.545
11.740	50.042	30.000	71.545
11.741	50.057	30.000	71.545
11.742	49.989	30.000	71.545
11.743	50.028	30.000	71.545
11.744	50.132	30.000	71.545
11.745	50.060	30.000	71.545
11.746	50.085	30.000	71.545
11.747	49.950	30.000	71.545
11.748	49.982	30.000	71.545
11.749	49.996	30.000	71.545
11.750	49.903	30.000	71.545
11.751	49.950	30.000	71.545
11.752	49.953	30.000	71.545
11.753	49.939	30.000	71.545
11.754	50.064	30.000	71.545
11.755	49.978	30.000	71.545
11.756	50.064	30.000	71.545
11.757	49.964	30.000	71.545
11.758	49.939	30.000	71.545
11.759	49.889	30.000	71.545
11.760	49.336	30.000	71.545
11.761	49.475	30.000	71.545
11.762	49.753	30.000	71.545
11.763	49.910	30.000	71.545
11.764	49.942	30.000	71.545
11.765	49.960	30.000	11.545
11.766	49.928	30.000	11.545
11.767	49.846	30.000	11.545
11.768	49.967	30.000	11.545
11.769	49.964	30.000	11.545
11.770	50.181	30.000	71.545
11.771	50.014	30.000	71.545
11.772	50.149	30.000	71.545
11.773	50.167	30.000	71.545
11.774	50.174	30.000	71.545
11.775	50.196	30.000	71.545
11.776	50.132	30.000	71.545
11.777	49.992	30.000	71.545
11.778	50.028	30.000	11.545
11.779	50.032	30.000	11.545
11.780	50.007	30.000	71.545
11.781	50.039	30.000	71.545
11.782	50.053	30.000	11.545
11.783	50.049	30.000	11.545
11.784	50.139	30.000	11.545
11.785	50.103	30.000	11.545
11.786	50.114	30.000	11.545
11.787	50.067	30.000	11.545
11.788	50.146	30.000	11.545
11.789	50.124	30.000	71.545
11.790	50.085	30.000	71.545
11.791	50.049	30.000	71.545
11.792	50.064	30.000	71.545
11.793	50.039	30.000	71.545
11.794	49.461	30.000	71.545
11.795	49.871	30.000	71.545
11.796	49.639	30.000	71.545
11.797	49.090	30.000	71.545
11.798	49.532	30.000	71.545
11.799	49.721	30.000	71.545
11.800	49.639	30.000	71.545
11.801	49.571	30.000	71.545
11.802	49.350	30.000	71.545
11.803	49.514	30.000	71.545
11.804	49.743	30.000	71.545
11.805	49.732	30.000	71.545
11.806	49.561	30.000	71.545
11.807	49.529	30.000	71.545
11.808	49.511	30.000	71.545
11.809	49.693	30.000	41.545
11.810	49.818	30.000	41.545
11.811	50.060	30.000	41.545
11.812	50.010	30.000	41.545
11.813	50.028	30.000	41.545
11.814	49.714	30.000	41.545
11.815	49.629	30.000	41.545
11.816	49.818	30.000	41.545
11.817	49.928	30.000	41.545
11.818	49.914	30.000	41.545
11.819	49.953	30.000	41.545
11.820	49.778	30.000	41.545
11.821	49.554	30.000	41.545
11.822	49.821	30.000	41.545
11.823	49.914	30.000	41.545
11.824	49.757	30.000	41.545
11.825	49.636	30.000	41.545
11.826	49.871	30.000	41.545
11.827	49.960	30.000	41.545
11.828	50.021	30.000	41.545
11.829	50.028	30.000	41.545
11.830	50.121	30.000	41.545
11.831	50.082	30.000	41.545
11.832	49.675	30.000	41.545
11.833	49.646	30.000	41.545
11.834	49.707	30.000	41.545
11.835	49.893	30.000	41.545
11.836	49.935	30.000	41.545
11.837	49.885	30.000	41.545
11.838	49.875	30.000	41.545
11.839	49.807	30.000	41.545
11.840	49.957	30.000	71.545
11.841	50.085	30.000	71.545
11.842	50.142	30.000	71.545
11.843	50.085	30.000	71.545
11.844	50.121	30.000	71.545
11.845	50.124	30.000	71.545
11.846	50.117	30.000	71.545
11.847	50.107	30.000	71.545
11.848	49.992	30.000	71.545
11.849	49.996	30.000	71.545
11.850	50.003	30.000	71.545
11.851	49.921	30.000	71.545
11.852	50.042	30.000	71.545
11.853	50.042	30.000	71.545
11.854	50.064	30.000	71.545
11.855	50.074	30.000	71.545
11.856	50.057	30.000	71.545
11.857	50.117	30.000	71.545
11.858	50.135	30.000	71.545
11.859	50.060	30.000	71.545
11.860	50.032	30.000	71.545
11.861	49.975	30.000	71.545
11.862	49.957	30.000	71.545
11.863	49.975	30.000	71.545
11.864	50.032	30.000	71.545
11.865	49.846	30.000	71.545
11.866	49.953	30.000	71.545
11.867	49.992	30.000	71.545
11.868	49.989	30.000	71.545
11.869	50.007	30.000	71.545
